system_id,gamma_pdc,tier,matched,n_candidates,technology,raw_manufacturer,raw_model,capacity_kw,module_watts,delta_vs_old
10400,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,9.1,260.0,0.0002599999999999998
10402,-0.0046099999999999995,cec_module,PS255P20,4,multi-Si,Phono Solar PS255P-20/U (255W),Phono Solar PS255P-20/U (255W),2.55,255.0,-0.00010999999999999985
10403,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,5.1,255.0,-0.0001735000000000009
10404,-0.0040999999999999995,cec_module,LG305N1CB3,1,n-PERT,LG305N1C-B3,LG305N1C-B3,10.065,305.0,0.0004000000000000002
10405,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.2,260.0,0.0002599999999999998
10406,-0.004565,cec_module,SW315,2,Unknown,Solarworld SW315,Solarworld SW315,8.19,314.99999999999994,-6.499999999999995e-05
10407,-0.0043563000000000004,cec_module,SW270,4,mono-Si,Solarworld SW270 Mono,Solarworld SW270 Mono,8.37,270.0,0.0001436999999999992
10409,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,7.65,255.0,-0.0001735000000000009
10410,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld Sunmodule 285 MONO,SolarWorld Sunmodule 285 MONO,8.55,285.0,0.00019999999999999966
10411,-0.004079999999999999,cec_module,LG300,17,n-PERT,LG300 N1C-B3 LG,LG300 N1C-B3 LG,7.8,300.0,0.00042000000000000023
10412,-0.00386,cec_module,SUNPOWERSPR327NEWHTD,1,mono-Si IBC,SunPower SPR-327-NE-WHT-D,SunPower SPR-327-NE-WHT-D,5.232,327.0,0.0006399999999999995
10413,-0.004654500000000001,cec_module,HISM250MG,2,multi-Si,Hyundai HiS-M250MG,Hyundai HiS-M250MG,9.0,250.0,-0.000154500000000001
10414,-0.0043300000000000005,cec_manufacturer,ASTRONERGY,174,Unknown,Astronergy,Astronergy,7.65,255.0,0.00016999999999999914
10415,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,5.985,285.0,0.00019999999999999966
10416,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,solarworld sunmodule+ 285 mono,solarworld sunmodule+ 285 mono,6.84,285.0,0.00019999999999999966
10417,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower E20 327,SunPower E20 327,8.829,327.0,0.0006399999999999995
10418,-0.004,cec_module,LG300N1CA3,1,n-PERT,LG300N1C-A3,LG300N1C-A3,2.1,300.0,0.0004999999999999996
10419,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison,SunEdison,7.83,270.0,-0.00010000000000000026
10420,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,4.675,275.0,2.799999999999938e-05
10421,-0.0040999999999999995,cec_module,LG305N1CB3,1,n-PERT,LG 305N1C-B3,LG 305N1C-B3,5.49,305.0,0.0004000000000000002
10422,-0.00424,cec_module,CS6P255P,5,multi-Si,Canadian Solar,cs6p-255p,3.57,255.0,0.0002599999999999998
10423,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,6.36,265.0,2.799999999999938e-05
10424,-0.004779,cec_module,KD325GXLPB,1,multi-Si,Kyocera KD325GX-LPB,Kyocera KD325GX-LPB,5.85,325.0,-0.0002790000000000006
10427,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,14.96,340.0,0.0
10428,-0.0040999999999999995,cec_module,LG305N1CB3,1,n-PERT,LG/LG305N1C-B3,LG/LG305N1C-B3,7.32,305.0,0.0004000000000000002
10429,-0.0043,cec_manufacturer,REC,725,Unknown,REC,REC,4.68,260.0,0.00019999999999999966
10430,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,5.88,245.0,-0.0001735000000000009
10431,-0.00458,cec_manufacturer,QCELLS,1372,Unknown,QCells,QCells,3.64,260.0,-8.000000000000021e-05
10432,-0.0043,cec_module,LG280N1CG3,1,n-PERT,LG  LG280N1C-G3,LG  LG280N1C-G3,8.207,283.0,0.00019999999999999966
10433,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,5.04,315.0,0.00019999999999999966
10434,-0.00394,cec_module,LG305,14,Unknown,LG305,LG305,5.185,305.0,0.0005599999999999997
10435,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld SW 280 Mono Black,SolarWorld SW 280 Mono Black,6.16,280.0,0.00019999999999999966
10436,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld,SW 280W-BLK,6.72,280.0,0.00019999999999999966
10437,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,Sunpower,5.559,327.0,0.0006399999999999995
10439,-0.00438,cec_module,ND250QCS,1,multi-Si,Sharp ND-250QCS ND-F4Q300,Sharp ND-250QCS ND-F4Q300,8.25,250.0,0.00011999999999999945
10440,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina,Trina,2.805,255.0,-8.673617379884035e-19
10442,-0.0046,cec_manufacturer,SUNEDISON,659,n-PERT,LG MonoX NeON & SunEdison,LG MonoX NeON & SunEdison,8.25,250.0,-0.00010000000000000026
10443,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld 270 Mono Black,SolarWorld 270 Mono Black,5.4,270.0,0.00019999999999999966
10444,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,12.22,260.0,0.0002599999999999998
10448,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.28,260.0,0.0002599999999999998
10449,-0.0038,cec_module,315N1CG4,1,n-PERT,LG Electronics 315N1C-G4,LG Electronics 315N1C-G4,6.3,315.0,0.0006999999999999997
10450,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.84,260.0,0.0002599999999999998
10451,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21,SunPower X21,8.71,335.0,0.0006399999999999995
10452,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,11.55,275.0,0.0
10453,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,7.56,280.0,0.0
10455,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.8,260.0,0.0002599999999999998
10456,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,6.5,260.0,0.0002599999999999998
10457,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,4.76,280.0,0.00019999999999999966
10458,-0.0040999999999999995,cec_module,LG300N1CB3,1,n-PERT,LG300 N1C-B3,LG300 N1C-B3,5.4,300.0,0.0004000000000000002
10460,-0.004429,cec_manufacturer,MITSUBISHI,49,Unknown,Mitsubishi,Mitsubishi,7.015,305.0,7.099999999999988e-05
10461,-0.00437,cec_module,SUNIVAOPT2806041B0,1,mono-Si,Suniva OPT-280-60-4-1B0,Suniva OPT-280-60-4-1B0,5.88,280.0,0.0001299999999999999
10462,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.12,260.0,0.0002599999999999998
10463,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1C-G4 + SE P320 Optmzrs,LG315N1C-G4 + SE P320 Optmzrs,5.355,315.0,0.0006999999999999997
10464,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,6.24,260.0,0.0002599999999999998
10465,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.06,260.00000000000006,0.0002599999999999998
10466,-0.00431,cec_module,SW285,3,mono-Si,Solar World SW285 Plus,Solar World SW285 Plus,5.7,285.0,0.00019000000000000006
10467,-0.005917,cec_module,SW280,5,mono-Si,SolarWorld,SW280 Mono Black,5.04,280.0,-0.0014170000000000007
10468,-0.005917,cec_module,SW280,5,Unknown,SolarWorld SW280,SolarWorld SW280,13.44,280.0,-0.0014170000000000007
10472,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,6.5,260.0,0.0002599999999999998
10473,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,5.3,265.0,-0.0001735000000000009
10474,-0.00454,cec_module,PS250P,5,multi-Si,Phono PS250P,Phono PS250P,5.5,250.0,-4.0000000000000105e-05
10475,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,3.965,305.0,0.0005999999999999994
10476,-0.00423,cec_module,SUNIVAOPT2756041B0,1,mono-Si,Suniva OPT275-60-4-1B0,Suniva OPT275-60-4-1B0,4.95,275.0,0.0002699999999999994
10477,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,9.0,300.0,0.0005999999999999994
10478,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.98,260.0,0.0002599999999999998
10479,-0.004586,cec_module,YL255P29B,1,Unknown,Yingli Solar - YL255P-29b,Yingli Solar - YL255P-29b,7.14,255.0,-8.600000000000014e-05
10480,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.9,260.0,0.0002599999999999998
10481,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,4.42,260.0,0.0002599999999999998
10482,-0.00431,cec_module,SW285,3,Unknown,Solar World/ SW285,Solar World/ SW285,6.84,285.0,0.00019000000000000006
10483,-0.004673500000000001,cec_manufacturer,KYOCERA,160,Unknown,Kyocera,Kyocera,9.12,240.0,-0.0001735000000000009
10484,-0.0043,cec_manufacturer,REC,725,Unknown,REC,REC,4.16,260.0,0.00019999999999999966
10485,-0.0036,cec_module,LG300N1KG4,1,n-PERT,LG 300N1K-G4,LG 300N1K-G4,5.7,300.0,0.0008999999999999998
10486,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld Plus 280,SolarWorld Plus 280,8.68,280.0,0.00019999999999999966
10487,-0.00451,cec_module,300W,46,Unknown,LG 300W,LG 300W,5.4,300.0,-1.000000000000046e-05
10491,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.28,260.0,0.0002599999999999998
10492,-0.0038,cec_module,LG305N1C,3,n-PERT,LG305N1C,LG305N1C,7.93,305.0,0.0006999999999999997
10493,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.72,260.0,0.0002599999999999998
10494,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.32,260.0,0.0002599999999999998
10495,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.8,260.0,0.0002599999999999998
10498,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.02,260.0,0.0002599999999999998
10499,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.32,260.0,0.0002599999999999998
10500,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,7.28,260.0,0.0002599999999999998
10501,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Wincacio,Wincacio,5.04,280.0,0.0
10502,-0.004436,cec_module,HISS250MG,2,mono-Si,Hyundai HiS-S250MG,Hyundai HiS-S250MG,5.0,250.0,6.399999999999982e-05
10504,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21 345,SunPower X21 345,5.52,345.0,0.0006399999999999995
10505,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG Neon,LG Neon,10.83,285.0,0.0005999999999999994
10506,-0.0037923699999999998,cec_module,REC275T,21,Unknown,REC 275T,REC 275T,4.675,275.0,0.0007076299999999999
10507,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World 285,Solar World 285,11.4,285.0,0.00019999999999999966
10508,-0.0043,cec_module,LG280S1CG4,1,mono-Si,LG MonoX+ LG280S1C-G4,LG MonoX+ LG280S1C-G4,12.88,280.0,0.00019999999999999966
10509,-0.004692,cec_module,KD255GXLFB2,1,multi-Si,Kyocera / KD255GX-LFB2,Kyocera / KD255GX-LFB2,8.16,255.0,-0.00019200000000000033
10510,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.58,260.0,0.0002599999999999998
10511,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG 305,LG 305,6.71,305.0,0.0005999999999999994
10512,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld 280,SolarWorld 280,7.28,280.0,0.00019999999999999966
10513,-0.004975905,cec_module,HISS260RG,2,mono-Si,Hyundai/HiS-S260RG,Hyundai/HiS-S260RG,8.84,260.0,-0.0004759050000000004
10514,-0.0043,cec_module,SUNEDISONSEF270KZC,3,mono-Si,SunEdison / SE-F270KzC,SunEdison / SE-F270KzC,11.88,270.0,0.00019999999999999966
10517,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,solarworld,solarworld,7.98,285.0,0.00019999999999999966
10518,-0.004194,cec_module,JC305M24,4,multi-Si,ReneSola JC305M-24/Ab,ReneSola JC305M-24/Ab,6.71,305.0,0.00030599999999999985
10519,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,7.28,260.0,0.0002599999999999998
10520,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,4.16,260.0,0.0002599999999999998
10521,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower E20/327,SunPower E20/327,3.27,327.0,0.0006399999999999995
10522,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld 280,SolarWorld 280,6.72,280.0,0.00019999999999999966
10523,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,8.37,270.0,-0.00010000000000000026
10524,-0.004565,cec_module,SW315,2,Unknown,SolarWorld SW315,SolarWorld SW315,10.08,315.0,-6.499999999999995e-05
10526,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,Sunpower,10.72,335.0,0.0006399999999999995
10527,-0.0044800000000000005,cec_module,SUNIVAOPT260604100,1,mono-Si,Suniva OPT260-60-4-100,Suniva OPT260-60-4-100,3.9,260.0,1.9999999999999185e-05
10528,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,11.0,275.0,2.799999999999938e-05
10529,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG NeON 2 Mono Black Modules,LG NeON 2 Mono Black Modules,6.3,300.0,0.0005999999999999994
10530,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1C-G4,LG315N1C-G4,5.67,315.0,0.0006999999999999997
10531,-0.0044,cec_module,SUNEDISONSEF270K,5,mono-Si,SunEdison /SE-F270K,SunEdison /SE-F270K,5.4,270.0,9.99999999999994e-05
10532,-0.00424,cec_module,CS6P250P,6,multi-Si,Canadian Solar,cs6p-250p,8.75,250.0,0.0002599999999999998
10533,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,14.04,260.0,0.0002599999999999998
10534,-0.00424,cec_module,CS6P255P,5,multi-Si,Canadian solar CS6P-255P,Canadian solar CS6P-255P,3.06,255.0,0.0002599999999999998
10535,-0.00452,cec_module,285W,46,Unknown,SolarWorld 285w,SolarWorld 285w,6.84,285.0,-2.0000000000000052e-05
10536,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,10.54,310.0,0.0005999999999999994
10537,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,11.76,280.0,0.00019999999999999966
10538,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,10.14,260.0,0.0002599999999999998
10539,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG / LG280NC1,LG / LG280NC1,5.04,280.0,0.0005999999999999994
10540,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,Solarworld mono 260,Solarworld mono 260,7.02,260.0,0.00019999999999999966
10541,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,8.32,260.0,0.0002599999999999998
10542,-0.0038,cec_module,LG315N1WG4,1,n-PERT,LG315N1W-G4,LG315N1W-G4,5.355,315.0,0.0006999999999999997
10543,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Hanwah 245,Hanwah 245,7.5,250.0,0.0
10544,-0.0043,cec_module,LG280N1CG3,1,n-PERT,LG LG280N1C-G3,LG LG280N1C-G3,10.92,280.0,0.00019999999999999966
10545,-0.00424,cec_manufacturer,CANADIANSOLAR,409,Unknown,Canadian Solar,,8.75,250.0,0.0002599999999999998
10546,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Canadian,Canadian,10.08,280.0,0.0
10548,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,5.98,260.0,0.00019999999999999966
10550,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,8.75,250.0,-0.00014899999999999983
10551,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG 305,LG 305,9.76,305.0,0.0005999999999999994
10553,-0.0044,cec_module,F270,20,Unknown,SunEdison / F270,SunEdison / F270,4.32,270.0,9.99999999999994e-05
10554,-0.004577,cec_module,AXITECAC270P15660S,1,multi-Si,Axitec AC-270P/156-60S,Axitec AC-270P/156-60S,7.29,270.0,-7.700000000000068e-05
10555,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,mono-Si,Lumos 285 PV,Lumos 285 PV,10.26,285.0,-8.673617379884035e-19
10556,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21 345,SunPower X21 345,10.005,345.0,0.0006399999999999995
10557,-0.00422,cec_module,LG280,13,Unknown,LG280,LG280,4.76,280.0,0.00027999999999999987
10559,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison,SunEdison,8.25,275.0,-0.00010000000000000026
10560,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.12,260.0,0.0002599999999999998
10562,-0.004577,cec_module,AXITECAC270P15660S,1,multi-Si,Axitec AC270-P/156-60S,Axitec AC270-P/156-60S,4.32,270.0,-7.700000000000068e-05
10563,-0.0042485000000000005,cec_module,SUNIVAOPT275,4,mono-Si,Suniva OPT-275,Suniva OPT-275,4.675,275.0,0.0002514999999999991
10564,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,11.34,270.0,-0.00010000000000000026
10566,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,10.4,260.0,0.0002599999999999998
10567,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.98,260.0,0.0002599999999999998
10568,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.72,260.0,0.0002599999999999998
10569,-0.0043,cec_module,SW275,4,mono-Si,SolarWorld SW275 Mono,SolarWorld SW275 Mono,7.425,275.0,0.00019999999999999966
10571,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG 315N1C-G4,LG 315N1C-G4,7.875,315.0,0.0006999999999999997
10572,-0.0039000000000000003,cec_module,LG360N2WB3,1,n-PERT,LG LG360N2WB3,LG LG360N2WB3,9.0,360.0,0.0005999999999999994
10573,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,7.42,265.0,0.0002599999999999998
10574,-0.005917,cec_module,SW280,5,Unknown,SolarWorld SW280,SolarWorld SW280,12.88,280.0,-0.0014170000000000007
10575,-0.00447851,cec_module,STP25020,4,Unknown,Suntech STP250-20,Suntech STP250-20,4.0,250.0,2.1489999999999877e-05
10576,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,8.64,270.0,-0.00010000000000000026
10577,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Renesola,Renesola,4.2,300.0,0.0
10578,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,3.51,270.0,-0.00010000000000000026
10579,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,4.8,320.0,0.00019999999999999966
10580,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,8.64,270.0,-0.00010000000000000026
10581,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.64,260.0,0.0002599999999999998
10582,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,3.975,265.0,0.0002599999999999998
10583,-0.005917,cec_module,SW280,5,Unknown,Solar World/ SW280,Solar World/ SW280,5.04,280.0,-0.0014170000000000007
10584,-0.00396,cec_manufacturer,ITEK,69,mono-Si,itek HE 285,itek HE 285,2.85,285.0,0.0005399999999999997
10585,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,6.75,270.0,-0.00010000000000000026
10586,-0.0037923699999999998,cec_module,REC275TP,21,multi-Si,REC275TP,REC275TP,5.5,275.0,0.0007076299999999999
10587,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG 315,LG 315,8.82,315.0,0.0005999999999999994
10588,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,6.75,270.0,-0.00010000000000000026
10589,-0.005917,cec_module,SW280,5,mono-Si,Solarworld SW280 Mono Black,Solarworld SW280 Mono Black,6.16,280.0,-0.0014170000000000007
10590,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,11.025,315.0,0.0005999999999999994
10591,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,3.78,270.0,-0.00010000000000000026
10592,-0.005917,cec_module,SW280,5,Unknown,SolarWorld / SW280,SolarWorld / SW280,11.2,280.0,-0.0014170000000000007
10593,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,3.18,265.0,0.0002599999999999998
10594,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,8.37,270.0,-0.00010000000000000026
10595,-0.0043441650000000005,cec_module,HISS280RG,2,mono-Si,Hyundai HIS-S280RG,Hyundai HIS-S280RG,14.0,280.0,0.00015583499999999913
10596,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,3.51,270.0,-0.00010000000000000026
10597,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,Sunpower,6.21,345.0,0.0006399999999999995
10598,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Chaori,,10.08,280.0,0.0
10599,-0.0038,cec_module,LG310,11,Unknown,LG310,LG310,8.99,310.0,0.0006999999999999997
10601,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,3.92,280.0,0.00019999999999999966
10602,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG315N1C-G4,LG315N1C-G4,2.52,315.0,0.0006999999999999997
10604,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,10.71,315.0,0.0005999999999999994
10607,-0.00431,cec_module,SW285,3,Unknown,SolarWorld / SW285,SolarWorld / SW285,8.265,285.0,0.00019000000000000006
10608,-0.00456,cec_manufacturer,SILIKEN,146,Unknown,Siliken,Siliken,2.76,230.0,-6.000000000000016e-05
10609,-0.0038,cec_module,LG320N1CG4,1,n-PERT,LG320N1C-G4,LG320N1C-G4,8.32,320.0,0.0006999999999999997
10611,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Silcon Energy,Silcon Energy,9.9,275.0,0.0
10614,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,2.65,265.0,0.0002599999999999998
10616,-0.0038,cec_module,LG315N1CG4,1,n-PERT,LG  LG315N1C-G4,LG  LG315N1C-G4,5.88,280.0,0.0006999999999999997
10617,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,7.685,265.0,0.0002599999999999998
10618,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Canadain Solar,Canadain Solar,10.08,315.0,0.0
10619,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.98,260.0,0.0002599999999999998
10621,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,10.92,260.0,0.0002599999999999998
10622,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld,Solarworld,2.5,250.0,0.00019999999999999966
10623,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG / 310,LG / 310,4.65,310.0,0.0005999999999999994
10624,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,3.38,260.0,0.0002599999999999998
10625,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solarworld Sunmodule 285,Solarworld Sunmodule 285,9.405,285.0,0.00019999999999999966
10626,-0.004472,cec_manufacturer,SUNIVA,150,Unknown,Suniva,Suniva,8.265,285.0,2.799999999999938e-05
10627,-0.00423,cec_module,SUNIVAOPT280604100,1,mono-Si,Suniva OPT280-60-4-100,Suniva OPT280-60-4-100,11.2,280.0,0.0002699999999999994
10628,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,4.05,270.0,-0.00010000000000000026
10629,-0.005917,cec_module,SW280,5,Unknown,Solar World/SW280,Solar World/SW280,3.92,280.0,-0.0014170000000000007
10630,-0.004239,cec_module,CS6K275M,4,mono-Si,Canadian Solar,cs6k-275m,9.625,275.0,0.00026099999999999995
10631,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,4.24,265.0,0.0002599999999999998
10633,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21 335 Blk,SunPower X21 335 Blk,5.025,335.0,0.0006399999999999995
10634,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,4.24,265.0,0.0002599999999999998
10636,-0.0043690000000000005,cec_module,CHSM6610P260,1,multi-Si,Astronergy CHSM6610P-260,Astronergy CHSM6610P-260,8.32,260.0,0.00013099999999999917
10637,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SUNPOWER E20 327,SUNPOWER E20 327,11.772,327.0,0.0006399999999999995
10639,-0.00424,cec_module,CS6P260P,4,multi-Si,Canadian Solar,cs6p-260p,5.2,260.0,0.0002599999999999998
10640,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Winaico,Winaico,10.85,310.0,0.0
10641,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,5.3,265.0,0.0002599999999999998
10642,-0.0046,cec_manufacturer,SUNEDISON,659,Unknown,SunEdison / 270,SunEdison / 270,4.86,270.0,-0.00010000000000000026
10643,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,7.685,265.0,0.0002599999999999998
10644,-0.0045000000000000005,cec_manufacturer,TRINA,970,multi-Si,Trina Solar/ TSM-PA05.08-260,Trina Solar/ TSM-PA05.08-260,3.38,260.0,-8.673617379884035e-19
10645,-0.005917,cec_module,SW280,5,Unknown,Solar World/SW280,Solar World/SW280,4.2,280.0,-0.0014170000000000007
10647,-0.00424,cec_module,CS6P265P,3,multi-Si,Canadian Solar,cs6p-265p,6.095,265.0,0.0002599999999999998
