system_id,gamma_pdc,tier,matched,n_candidates,technology,raw_manufacturer,raw_model,capacity_kw,module_watts,delta_vs_old
10957,-0.0032,cec_module,LG365Q1CA5,1,n-PERT IBC,LG LG365Q1C-A5,LG LG365Q1C-A5,5.475,365.0,0.0012999999999999995
10958,-0.004405144999999999,cec_module,HISM250RG,2,multi-Si,Hyundai HiS-M250RG,Hyundai HiS-M250RG,14.5,250.0,9.485500000000046e-05
10960,-0.0045,fleet_default,cec_xsi_median,0,Unknown,solar,solar,7.8,325.0,0.0
10961,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower E20 327,SunPower E20 327,5.559,327.0,0.0006399999999999995
10965,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,9.92,320.0,0.0005999999999999994
10968,-0.0032,cec_module,LG365Q1CA5,1,n-PERT IBC,LG365Q1C-A5,LG365Q1C-A5,10.95,365.0,0.0012999999999999995
10969,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,Sunpower SPR-E18-305-DC,Sunpower SPR-E18-305-DC,6.1,305.0,0.0006399999999999995
10971,-0.00458,cec_manufacturer,QCELLS,1372,PERC,Hanwa Q-Cells PeakDUO G.5,Hanwa Q-Cells PeakDUO G.5,2.79,310.0,-8.000000000000021e-05
10972,-0.00452,cec_module,305W,36,Unknown,Hanwha Q-Cells 305W,Hanwha Q-Cells 305W,8.235,305.0,-2.0000000000000052e-05
10973,-0.0040999999999999995,cec_module,JKM355M72,8,multi-Si,Jinko,jkm355m-72,9.23,355.0,0.0004000000000000002
10975,-0.0031,cec_module,VBHN325SA16,2,n-SHJ,Panasonic VBHN325SA16,Panasonic VBHN325SA16,5.525,325.0,0.0013999999999999998
10978,-0.00356,cec_module,LG335N1CA5,1,n-PERT,LG Electronics LG335N1C-A5,LG Electronics LG335N1C-A5,6.6,330.0,0.0009399999999999999
10979,-0.00458,cec_manufacturer,HANWHA,1332,PERC,Hanwha Q.PEAK DUO G5 310,Hanwha Q.PEAK DUO G5 310,3.72,310.0,-8.000000000000021e-05
10982,-0.00417,cec_manufacturer,AXITEC,106,Unknown,axitec,axitec,11.6,290.0,0.00032999999999999956
10983,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha Q CELL 300,Hanwha Q CELL 300,9.9,300.0,-8.000000000000021e-05
10984,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,mono-Si,Plus SW 295 Mono,Plus SW 295 Mono,14.16,295.0,-8.673617379884035e-19
10985,-0.005213,cec_module,HISM285HI,1,multi-Si,Hyundai Heavy Ind. HiS-M285HI,Hyundai Heavy Ind. HiS-M285HI,8.835,285.0,-0.0007130000000000001
10986,-0.00356,cec_module,LG330N1CA5,1,n-PERT,LG LG330N1C-A5,LG LG330N1C-A5,5.94,330.0,0.0009399999999999999
10987,-0.0040999999999999995,cec_module,LG300S1CA5,1,mono-Si,LG300S1C-A5,LG300S1C-A5,4.5,300.0,0.0004000000000000002
10988,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Mistubishi,Mistubishi,3.92,280.0,0.0
10991,-0.005011100000000001,cec_module,SILFABSLA300M,1,mono-Si,Silfab SLA300M,Silfab SLA300M,6.51,310.0,-0.0005111000000000013
10992,-0.005917,cec_module,SW280,5,mono-Si,SolarWorld SW280 Mono,SolarWorld SW280 Mono,10.64,280.0,-0.0014170000000000007
10996,-0.00452,cec_module,295W,49,Unknown,Qcell 295W,Qcell 295W,5.015,295.0,-2.0000000000000052e-05
10997,-0.0040999999999999995,cec_manufacturer,SILFAB,72,Unknown,Silfab,Silfab,9.6,300.0,0.0004000000000000002
10998,-0.0044,cec_module,SUNIVAOPT285604100,1,mono-Si,Suniva OPT285-60-4-100,Suniva OPT285-60-4-100,12.54,285.0,9.99999999999994e-05
10999,-0.00452,cec_module,290W,53,mono-Si,Heliene 290W 60MHD,Heliene 290W 60MHD,7.83,290.0,-2.0000000000000052e-05
11000,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower E27 320,SunPower E27 320,5.886,327.0,0.0006399999999999995
11002,-0.00425,cec_module,AXITECAC340M15672S,1,mono-Si,Axitec AC-340M/156-72S,Axitec AC-340M/156-72S,10.2,340.0,0.00024999999999999935
11003,-0.004202,cec_manufacturer,SOLARIA,39,mono-Si,Solaria 315R-BX,Solaria 315R-BX,5.67,315.0,0.00029799999999999965
11005,-0.00442,cec_module,CS6X300M,1,mono-Si,Canadian Solar/CS6X-300M,Canadian Solar/CS6X-300M,13.2,300.0,7.999999999999934e-05
11007,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,Lg,Lg,9.0,360.0,0.0005999999999999994
11010,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab  SLA-M 310,Silfab  SLA-M 310,10.23,310.0,0.0004000000000000002
11012,-0.004202,cec_manufacturer,SOLARIA,39,mono-Si,Solaria 350R-BX,Solaria 350R-BX,9.1,350.0,0.00029799999999999965
11013,-0.0043,cec_module,LG300N1CG3,1,n-PERT,LG LG300N1C-G3,LG LG300N1C-G3,8.4,300.0,0.00019999999999999966
11014,-0.004079999999999999,cec_module,QCELLSQPEAKG41,9,PERC,Q Cells Q.PEAK-G4.1,Q Cells Q.PEAK-G4.1,13.725,305.0,0.00042000000000000023
11016,-0.00356,cec_module,LG335N1CA5,1,n-PERT,LG335N1C-A5,LG335N1C-A5,11.39,335.0,0.0009399999999999999
11017,-0.005011100000000001,cec_module,SILFABSLA290M,1,mono-Si,SilFab SLA290M,SilFab SLA290M,8.41,290.0,-0.0005111000000000013
11018,-0.0040999999999999995,cec_module,JKM350M72,8,multi-Si,Jinko,jkm350m-72,3.5,350.0,0.0004000000000000002
11019,-0.004318,cec_module,BI60368BSTC,1,PERC Bifacial,Prism Solar Bi60-368BSTC,Prism Solar Bi60-368BSTC,5.22,290.0,0.00018199999999999987
11020,-0.00392,cec_module,BLKG4,15,Unknown,Hanwha/BLK-G4 290,Hanwha/BLK-G4 290,7.25,290.0,0.0005799999999999998
11021,-0.00392,cec_module,IT300SE,1,mono-Si,Itek Energy,IT-300-SE,12.0,300.0,0.0005799999999999998
11022,-0.0032,cec_module,LG360Q1CA5,1,n-PERT IBC,LG LG360Q1C-A5,LG LG360Q1C-A5,9.72,360.0,0.0012999999999999995
11023,-0.00382,cec_module,SOLARIAPOWERXT325,1,mono-Si,Solaria PowerXT 325,Solaria PowerXT 325,7.8,325.0,0.0006799999999999996
11025,-0.004386999999999999,cec_module,CHSM6610P270,1,multi-Si,Astronergy CHSM6610P-270,Astronergy CHSM6610P-270,14.04,270.0,0.00011300000000000025
11030,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,5.28,330.0,0.0013999999999999998
11031,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,hyundai,hyundai,11.6,290.0,-0.00014899999999999983
11032,-0.0032,cec_module,LG350Q1CA5,1,n-PERT IBC,LG350Q1C-A5,LG350Q1C-A5,4.2,350.0,0.0012999999999999995
11033,-0.0031,cec_module,SOLARCITYSC325,1,n-SHJ,SolarCity SC325,SolarCity SC325,8.125,325.0,0.0013999999999999998
11034,-0.00458,cec_manufacturer,HANWHA,1332,Unknown,Hanwha,Unknown,4.27,305.0,-8.000000000000021e-05
11035,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG LG335NIC-A5,LG LG335NIC-A5,12.395,335.0,0.0005999999999999994
11037,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower SPR-X21-350-BLK-D-AC,SunPower SPR-X21-350-BLK-D-AC,8.05,350.00000000000006,0.0006399999999999995
11039,-0.0038,cec_module,MSE295SQ5T,1,PERC,MSE295SQ5T,MSE295SQ5T,5.015,295.0,0.0006999999999999997
11041,-0.0038,cec_module,MSE300SQ5T,1,PERC,Mission Solar MSE300SQ5T,Mission Solar MSE300SQ5T,9.0,300.0,0.0006999999999999997
11043,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Q-Cell 305,Q-Cell 305,5.795,305.0,0.0
11047,-0.00428,cec_module,ASM6612P,6,multi-Si,Astronergy ASM6612P 310W,Astronergy ASM6612P 310W,9.61,310.0,0.0002199999999999997
11048,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Helios,Helios,6.24,260.0,0.0
11049,-0.0037923699999999998,cec_module,REC280TP,21,multi-Si,REC280TP,REC280TP,7.0,280.0,0.0007076299999999999
11050,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,3.685,335.0,0.0005999999999999994
11051,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Canada Eh?,Canada Eh?,7.83,270.0,0.0
11052,-0.0032,cec_module,LG360Q1CA5,1,n-PERT IBC,LG NeON R LG360Q1C-A5,LG NeON R LG360Q1C-A5,9.72,360.0,0.0012999999999999995
11053,-0.0040100000000000005,cec_manufacturer,MISSION,122,mono-Si,Mission MSE-Mono 72,Mission MSE-Mono 72,13.6,340.0,0.0004899999999999991
11054,-0.0031,cec_module,VBHN330SA17,1,n-SHJ,Panasonic VBHN330SA17,Panasonic VBHN330SA17,5.61,330.0,0.0013999999999999998
11057,-0.0031,cec_module,X21345,5,mono-Si IBC,Sunpower X21-345,Sunpower X21-345,3.45,345.0,0.0013999999999999998
11058,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,Solar World,Solar World,11.2,350.0,0.00019999999999999966
11061,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab SLA-M 310,Silfab SLA-M 310,13.02,310.0,0.0004000000000000002
11062,-0.00356,cec_module,LG335N1C,3,n-PERT,LG335N1C,LG335N1C,6.03,335.0,0.0009399999999999999
11063,-0.00396,cec_manufacturer,ITEK,69,Unknown,Itek Energy 305 SE Tuxedo,Itek Energy 305 SE Tuxedo,9.15,305.0,0.0005399999999999997
11064,-0.0046385,cec_module,315W,22,n-SHJ,Panasonic 315W HIT (Black),Panasonic 315W HIT (Black),11.025,315.0,-0.0001385000000000006
11065,-0.004202,cec_manufacturer,SOLARIA,39,Unknown,SOLARIA,SOLARIA,12.95,350.0,0.00029799999999999965
11066,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,7.59,330.0,0.0013999999999999998
11067,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Solartech,Solartech,11.7,300.0,0.0
11068,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,14.52,330.0,0.0013999999999999998
11070,-0.00422,cec_module,330W,19,Unknown,Panasonic 330W,Panasonic 330W,7.59,330.0,0.00027999999999999987
11072,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic VBHN330SA16,Panasonic VBHN330SA16,10.23,330.0,0.0013999999999999998
11075,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,4.02,334.99999999999994,0.0
11076,-0.004344499999999999,cec_module,JC260M24,8,multi-Si,Renesola JC260M-24/Bb,Renesola JC260M-24/Bb,4.68,260.0,0.00015550000000000026
11077,-0.0031,cec_module,N330,10,Unknown,Panasonic N330,Panasonic N330,9.57,330.0,0.0013999999999999998
11078,-0.0040479999999999995,cec_module,CS6K295MS,1,PERC,Canadian Solar CS6K-295MS,Canadian Solar CS6K-295MS,11.505,295.0,0.00045200000000000014
11079,-0.0039000000000000003,cec_manufacturer,LG,371,mono-Si,LG MonoX Plus,LG MonoX Plus,8.4,300.0,0.0005999999999999994
11080,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Solar Edge,Solar Edge,13.2,300.0,0.0
11081,-0.004202,cec_manufacturer,SOLARIA,39,Unknown,Solaria,Solaria,12.6,350.0,0.00029799999999999965
11082,-0.00386,cec_module,SUNPOWERSPRE19320,5,mono-Si IBC,Sunpower SPR-E19-320,Sunpower SPR-E19-320,14.08,320.0,0.0006399999999999995
11087,-0.00386,cec_module,SPRE20327,7,mono-Si IBC,SPR-E20-327,SPR-E20-327,4.905,327.0,0.0006399999999999995
11089,-0.0040999999999999995,cec_manufacturer,SILFAB,72,Unknown,Silfab,Silfab,8.625,345.0,0.0004000000000000002
11090,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina,Trina,10.08,360.0,-8.673617379884035e-19
11091,-0.0040100000000000005,cec_manufacturer,MISSION,122,Unknown,Mission Solar,Mission Solar,5.22,290.0,0.0004899999999999991
11092,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab SLA-M 300,Silfab SLA-M 300,7.2,300.0,0.0004000000000000002
11093,-0.0031,cec_manufacturer,PANASONIC,131,n-SHJ,Panasonic HIT,Panasonic HIT,7.59,330.0,0.0013999999999999998
11094,-0.0032400000000000003,cec_module,E20245,3,mono-Si IBC,SunPower E20-245,SunPower E20-245,4.41,245.0,0.0012599999999999994
11096,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,Sunpower,7.245,345.0,0.0006399999999999995
11097,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,6.0,300.0,0.0005999999999999994
11098,-0.0031,cec_module,VBHN320KA01,1,n-SHJ,Panasonic VBHN320KA01,Panasonic VBHN320KA01,4.8,320.0,0.0013999999999999998
11099,-0.004079999999999999,cec_module,QCELLSQPEAKG41,8,PERC,Q-Cells Qpeak g4 1,Q-Cells Qpeak g4 1,6.82,310.0,0.00042000000000000023
11100,-0.0032,cec_module,LG350Q1CA5,1,n-PERT IBC,LG LG350Q1C-A5,LG LG350Q1C-A5,8.4,350.0,0.0012999999999999995
11102,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,7.59,330.0,0.0005999999999999994
11103,-0.0031,cec_module,N330,10,Unknown,Panasonic N330,Panasonic N330,6.6,330.0,0.0013999999999999998
11106,-0.0043,cec_manufacturer,SOLARWORLD,89,mono-Si,SolarWorld SWA 350 XL Mono,SolarWorld SWA 350 XL Mono,7.0,350.0,0.00019999999999999966
11107,-0.00386,cec_manufacturer,SUNPOWER,190,Unknown,SunPower,Sunpower,6.54,327.0,0.0006399999999999995
11108,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21/335,SunPower X21/335,10.72,335.0,0.0006399999999999995
11111,-0.0031,cec_module,VBHN320KA01,1,n-SHJ,Panasonic HIT VBHN320KA01,Panasonic HIT VBHN320KA01,7.68,320.0,0.0013999999999999998
11112,-0.0031,cec_manufacturer,PANASONIC,131,n-SHJ,Panasonic HIT,Panasonic HIT,10.89,330.0,0.0013999999999999998
11113,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic NBHV330,Panasonic NBHV330,6.93,330.0,0.0013999999999999998
11114,-0.0045,fleet_default,cec_xsi_median,0,Unknown,N/A,N/A,8.99,290.0,0.0
11118,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld SWA 300,SolarWorld SWA 300,10.2,300.0,0.00019999999999999966
11119,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,4.64,290.0,0.00019999999999999966
11120,-0.0032,cec_module,LG350Q1CA5,1,n-PERT IBC,LG350Q1C-A5,LG350Q1C-A5,8.4,350.0,0.0012999999999999995
11122,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,lg,lg,7.92,330.0,0.0005999999999999994
11123,-0.00396,cec_manufacturer,ITEK,69,Unknown,Itek HE,Itek HE,7.28,280.0,0.0005399999999999997
11125,-0.00439758,cec_module,HISM260RG,2,multi-Si,Hyundai HiS-M260RG,Hyundai HiS-M260RG,8.32,260.0,0.00010241999999999977
11126,-0.0046385,cec_module,315W,22,Unknown,QCell 315W,QCell 315W,9.9,550.0,-0.0001385000000000006
11127,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Tesla,Unknown,7.35,350.0,0.0
11128,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,8.125,325.0,0.0013999999999999998
11129,-0.0044803199999999994,cec_module,HISS360RI,1,mono-Si,Hyundai HiS-S360RI,Hyundai HiS-S360RI,9.36,360.0,1.9680000000000218e-05
11130,-0.00396,cec_manufacturer,ITEK,69,Unknown,Itek 365 XL,Itek 365 XL,9.49,365.0,0.0005399999999999997
11131,-0.00386,cec_module,SUNPOWERSPR320EWHTD,1,mono-Si IBC,SunPower SPR-320E-WHT-D,SunPower SPR-320E-WHT-D,11.52,320.0,0.0006399999999999995
11132,-0.0032,cec_module,LG360Q1C,1,Unknown,LG-360-Q1C,LG-360-Q1C,9.72,360.0,0.0012999999999999995
11133,-0.0045,fleet_default,cec_xsi_median,0,Unknown,QCell,QCell,3.84,320.0,0.0
11134,-0.0036,cec_module,LG395N2WA5,1,n-PERT,LG LG395N2W-A5,LG LG395N2W-A5,10.665,395.0,0.0008999999999999998
11135,-0.0043,cec_manufacturer,REC,725,multi-Si,REC TwinPeak 2S 72,REC TwinPeak 2S 72,9.66,345.0,0.00019999999999999966
11136,-0.00356,cec_module,LG325N1CA5,1,n-PERT,LG325N1C-A5,LG325N1C-A5,10.075,325.0,0.0009399999999999999
11137,-0.0045,fleet_default,cec_xsi_median,0,Unknown,JA Solar360,JA Solar360,9.72,360.0,0.0
11138,-0.004118999999999999,cec_module,CS6K285M,4,mono-Si,Canadian Solar CS6K-285M,Canadian Solar CS6K-285M,9.69,285.0,0.00038100000000000026
11141,-0.003203,cec_module,X21335BLK,4,mono-Si IBC,SunPower X21-335-BLK,SunPower X21-335-BLK,10.385,335.0,0.0012969999999999995
11145,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,6.6,330.0,0.0013999999999999998
11146,-0.0043,cec_manufacturer,REC,725,n-TOPCon,REC N-Peak 320,REC N-Peak 320,8.0,320.0,0.00019999999999999966
11147,-0.00466,cec_module,SW240,5,mono-Si,SolarWorld SunModule+ SW240,SolarWorld SunModule+ SW240,5.28,240.0,-0.00016000000000000042
11150,-0.00378,cec_module,DUOG5,7,PERC,Hanwha Q Peak DUO-G5,Hanwha Q Peak DUO-G5,11.2,320.0,0.0007199999999999997
11153,-0.003509,cec_module,X22360DAC,1,mono-Si IBC,SunPower X22-360-D-AC,SunPower X22-360-D-AC,6.12,360.0,0.0009909999999999997
11154,-0.0037,cec_module,REC360,12,n-SHJ,REC360 AA Black,REC360 AA Black,7.2,360.0,0.0007999999999999995
11155,-0.0031,cec_module,N325,12,n-SHJ,Panasonic HIT N325,Panasonic HIT N325,9.1,325.0,0.0013999999999999998
11156,-0.0040479999999999995,cec_module,CS6K300MS,1,PERC,Canadian Solar CS6K-300MS,Canadian Solar CS6K-300MS,5.4,300.0,0.00045200000000000014
11157,-0.004202,cec_manufacturer,SOLARIA,39,mono-Si,Solaria PowerXT 350-BD,Solaria PowerXT 350-BD,10.15,350.0,0.00029799999999999965
11159,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina 330,Trina 330,7.92,330.0,-8.673617379884035e-19
11162,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic 330,Panasonic 330,13.2,330.0,0.0013999999999999998
11163,-0.0045000000000000005,cec_technology,Mono-c-Si,9725,PERC,Hanwah QCell Qpeak Duo Blk g5,Hanwah QCell Qpeak Duo Blk g5,5.58,310.0,-8.673617379884035e-19
11165,-0.004202,cec_module,350RPD,1,mono-Si,Solaria 350R-PD,Solaria 350R-PD,10.85,350.0,0.00029799999999999965
11166,-0.004202,cec_module,345RPD,1,mono-Si,Solaria 345R-PD,Solaria 345R-PD,9.315,345.0,0.00029799999999999965
11169,-0.004202,cec_module,SOLARIAPOWERXT360RPD,1,mono-Si,Solaria POWERXT-360R-PD,Solaria POWERXT-360R-PD,10.44,360.0,0.00029799999999999965
11170,-0.004344,cec_module,250D,1,mono-Si,Renogy 250D,Renogy 250D,1.935,215.0,0.0001559999999999999
11171,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,9.425,325.0,0.0013999999999999998
11172,-0.00459,cec_module,SG300M,1,mono-Si,Peimar SG300M,Peimar SG300M,4.8,300.0,-9.000000000000067e-05
11173,-0.0031,cec_manufacturer,PANASONIC,131,Unknown,Panasonic,Panasonic,8.25,330.0,0.0013999999999999998
11174,-0.0044575,cec_module,310M,62,mono-Si,Silfab 310-M,Silfab 310-M,4.96,310.0,4.25e-05
11175,-0.004146,cec_manufacturer,SERAPHIM,176,PERC,Seraphim SEG-6MB-300BB,Seraphim SEG-6MB-300BB,7.8,300.0,0.0003539999999999993
11177,-0.00525,cec_module,LG230M1C,1,Unknown,LG Solar / LG230M1C,LG Solar / LG230M1C,6.468,231.0,-0.0007500000000000007
11178,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic VBHN330SA16,Panasonic VBHN330SA16,7.26,330.0,0.0013999999999999998
11179,-0.0045000000000000005,cec_module,TSM255PD0508D,1,mono-Si,Trina TSM-255PD05.08D,Trina TSM-255PD05.08D,7.14,255.0,-8.673617379884035e-19
11181,-0.004202,cec_manufacturer,SOLARIA,39,Unknown,Solaria,Solaria,8.05,350.00000000000006,0.00029799999999999965
11182,-0.0045,fleet_default,cec_xsi_median,0,Unknown,SolarEdge,SolarEdge,12.16,320.0,0.0
11183,-0.0040479999999999995,cec_module,CS6K305MS,1,PERC,Canadian Solar / CS6K-305MS,Canadian Solar / CS6K-305MS,10.675,305.0,0.00045200000000000014
11186,-0.00344,cec_module,SC325,2,n-SHJ,Tesla,SC325,13.975,325.0,0.0010599999999999997
11188,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SUNPOWER E20-327-AC,SUNPOWER E20-327-AC,9.81,327.0,0.0006399999999999995
11189,-0.0032,cec_module,LG350Q1CA5,1,n-PERT IBC,LG/LG350Q1C-A5,LG/LG350Q1C-A5,10.15,350.0,0.0012999999999999995
11191,-0.00356,cec_module,LG330N1CA5,1,n-PERT,lg 330n1c-a5,lg 330n1c-a5,5.61,330.0,0.0009399999999999999
11193,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT,LG NeON2,LG NeON2,5.85,325.0,0.0005999999999999994
11194,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SunPower X21-350-BLK-D-AC,SunPower X21-350-BLK-D-AC,5.6,350.0,0.0006399999999999995
11197,-0.00404,cec_module,AXITECAC340M,3,mono-Si,Axitec ac-340m,Axitec ac-340m,14.28,340.0,0.00045999999999999947
11198,-0.0031,cec_module,VBHN330SA16,2,n-SHJ,Panasonic VBHN330SA16,Panasonic VBHN330SA16,9.24,330.0,0.0013999999999999998
11200,-0.004202,cec_manufacturer,SOLARIA,39,Unknown,Solaria,Solaria,4.9,350.0,0.00029799999999999965
11201,-0.0031,cec_module,VBHN330SA17,1,n-SHJ,Panasonic/VBHN330SA17,Panasonic/VBHN330SA17,4.95,330.0,0.0013999999999999998
11203,-0.00344,cec_module,SC325,2,n-SHJ,Tesla,SC325,13.975,325.0,0.0010599999999999997
11205,-0.0043,cec_manufacturer,REC,725,multi-Si,REC Solar REC-315-TP2M,REC Solar REC-315-TP2M,3.15,315.0,0.00019999999999999966
11206,-0.0040100000000000005,cec_manufacturer,MISSION,122,Unknown,Mission Solar,Mission Solar,11.59,305.0,0.0004899999999999991
11207,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld,SolarWorld,4.56,285.0,0.00019999999999999966
11208,-0.003509,cec_module,X22360,5,mono-Si IBC,Sunpower x-22-360,Sunpower x-22-360,12.6,360.0,0.0009909999999999997
11209,-0.0043,cec_manufacturer,REC,725,Unknown,REC Solar,REC Solar,12.76,290.0,0.00019999999999999966
11211,-0.0032,cec_module,LG360Q1CA5,1,n-PERT IBC,lg360q1c-a5,lg360q1c-a5,5.04,360.0,0.0012999999999999995
11212,-0.0032,cec_module,LG365Q1CA5,1,n-PERT IBC,LG LG365Q1C-A5,LG LG365Q1C-A5,9.855,365.0,0.0012999999999999995
11213,-0.0045000000000000005,cec_manufacturer,TRINA,970,Unknown,Trina,Trina,10.065,305.0,-8.673617379884035e-19
11216,-0.0045000000000000005,cec_manufacturer,TRINA,970,mono-Si,Trina mono 300,Trina mono 300,3.6,300.0,-8.673617379884035e-19
11217,-0.0031,cec_module,VBHN330SA17,1,n-SHJ,Panasonic VBHN330SA17,Panasonic VBHN330SA17,6.27,330.0,0.0013999999999999998
11218,-0.004577,cec_module,AXITECAC270P15660S,1,multi-Si,Axitec AC270P/156-60S,Axitec AC270P/156-60S,7.29,270.0,-7.700000000000068e-05
11219,-0.0040999999999999995,cec_manufacturer,SILFAB,72,mono-Si,Silfab SLA-M 310,Silfab SLA-M 310,12.09,310.0,0.0004000000000000002
11220,-0.00386,cec_manufacturer,SUNPOWER,190,mono-Si IBC,SUNPOWER E20-327-AC,SUNPOWER E20-327-AC,8.829,327.0,0.0006399999999999995
11221,-0.0043,cec_manufacturer,SOLARWORLD,89,Unknown,SolarWorld SW345,SolarWorld SW345,13.65,350.0,0.00019999999999999966
11222,-0.0040999999999999995,cec_manufacturer,SILFAB,72,Unknown,Silfab,Silfab,11.4,300.0,0.0004000000000000002
11224,-0.003509,cec_module,SUNPOWERSPRX22360,5,mono-Si IBC,SunPower SPR-X22-360,SunPower SPR-X22-360,10.08,360.0,0.0009909999999999997
11225,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Q cell duo,Q cell duo,14.49,315.0,0.0
11226,-0.00458,cec_manufacturer,QCELLS,1372,Unknown,Hanwha Q-Cells,Hanwha Q-Cells,9.45,315.0,-8.000000000000021e-05
11227,-0.00458,cec_manufacturer,QCELLS,1372,Unknown,Hanwei QCells Duo,Hanwei QCells Duo,5.85,390.0,-8.000000000000021e-05
11229,-0.00356,cec_module,N1CA5,7,n-PERT,LG 335 N1C-A5 Neon2,LG 335 N1C-A5 Neon2,9.38,335.0,0.0009399999999999999
11230,-0.0038050000000000002,cec_module,SLA310M,2,mono-Si,Silfab SLA310M,Silfab SLA310M,7.75,310.0,0.0006949999999999994
11231,-0.0039000000000000003,cec_manufacturer,LG,371,Unknown,LG,LG,9.24,330.0,0.0005999999999999994
11233,-0.0038050000000000002,cec_module,SLA310M,2,mono-Si,Silfab sla-310m,Silfab sla-310m,14.26,310.0,0.0006949999999999994
11234,-0.00424,cec_module,GCLP672325,1,Unknown,GCL-P6/72325,GCL-P6/72325,11.05,325.0,0.0002599999999999998
11236,-0.00356,cec_module,LG335N1CA5,1,n-PERT,LG335N1C-A5,LG335N1C-A5,7.035,335.0,0.0009399999999999999
11239,-0.0039000000000000003,cec_manufacturer,LG,371,n-PERT IBC,LG365Q1C-V5,LG365Q1C-V5,3.65,365.0,0.0005999999999999994
11242,-0.0046489999999999995,cec_manufacturer,HYUNDAI,273,Unknown,Hyundai,Hyundai,11.7,300.0,-0.00014899999999999983
11243,-0.003105,cec_manufacturer,SOLARCITY,12,Unknown,Solar City,Solar City,13.5,270.0,0.0013949999999999995
11248,-0.0043,cec_manufacturer,REC,725,Unknown,REC315MPT2,REC315MPT2,3.78,315.0,0.00019999999999999966
11250,-0.004555,cec_module,SW250,6,Unknown,Solarworld SW250,Solarworld SW250,10.0,250.0,-5.500000000000036e-05
11254,-0.00356,cec_module,LG335N1CA5,1,n-PERT,LG335N1C-A5 NeON 2,LG335N1C-A5 NeON 2,12.73,335.0,0.0009399999999999999
11257,-0.0030299999999999997,cec_module,VBHN325KA03,1,n-SHJ,Panasonic VBHN325KA03,Panasonic VBHN325KA03,14.625,325.0,0.00147
11259,-0.0045,fleet_default,cec_xsi_median,0,Unknown,Hanqua,Hanqua,3.15,315.0,0.0
11260,-0.00379,cec_module,MSE310SQ8T,1,PERC,Mission Solar MSE310SQ8T,Mission Solar MSE310SQ8T,8.68,310.0,0.0007099999999999997
